name,final_equity,total_return,ann_return,ann_vol,sharpe,max_drawdown
equal_weight,193252.6333374355,0.9321504798151803,0.10306687558587946,0.14514359014787404,0.7101028400969942,-0.29354176924189623
spy_buyhold,249712.56796589436,1.4986451164240666,0.14612661222115286,0.19987511221772306,0.7310895818884035,-0.3371725763593133
spy_ief_60_40,179493.52760034113,0.7959169704536384,0.09111976002204525,0.12027028360781063,0.7576248869519396,-0.21216702747675253
strategy_topk_horizon,201696.32200961286,1.0168761250494196,0.11014001457658451,0.16066509445474125,0.685525471169536,-0.2966389030069727
