signal_date,entry_date,exit_date,ticker,zone_latent,zone_obs,zone_kind,P_obs,P_start,energy,U,L,y_start,p_up,p_down,p_none,a,slope,sigma
2026-01-09,2026-01-12,2026-01-26,QQQ,9,9,tube,626.6500244140627,626.6500244140627,0.9244272490740307,626.7712315180659,619.4079920894785,0.967268376563095,0.7083636363636364,0.29163636363636364,-5.551115123125783e-17,0.00042034049884169186,0.0002701715801418791,0.010723960360415574
2026-01-09,2026-01-12,2026-01-26,SPY,9,10,tube,694.0700073242185,683.6934959031571,0.8572338226692736,687.9578208723932,680.9479509700077,-0.21422106807496802,0.598,0.40054545454545454,0.0014545454545454861,0.0015189372337770402,-0.0005202527563963424,0.006802450914533407
2026-01-12,2026-01-13,2026-01-27,IONQ,7,8,tube,50.95000076293945,44.44722140719156,0.26799760526943045,48.52244426444,43.44384102296168,-0.5869410204954031,0.3769090909090909,0.6207272727272727,0.0023636363636364566,0.003131206510426882,0.000916490998500395,0.06552830331158367
2026-01-12,2026-01-13,2026-01-27,NVTS,9,9,tube,10.430000305175783,10.430000305175783,0.22276741126426558,14.06678173209369,9.422646302581258,-0.4930357376244415,0.15636363636363637,0.5496363636363636,0.29400000000000004,0.00035375180095277494,0.0005609041072951881,0.07703642987613801
2026-01-12,2026-01-13,2026-01-27,QQQ,9,10,tube,627.1699829101565,620.3145117517919,0.006441459490966544,626.7993807403024,620.1956871822246,-0.9638249057184751,0.3521818181818182,0.6478181818181818,0.0,0.0003218899931956517,9.538554657079886e-05,0.01066950976395653
2026-01-12,2026-01-13,2026-01-27,SPY,9,10,tube,695.1599731445311,684.0780686534928,0.04809743859243771,689.4789758128451,681.0236021899556,-0.2746583313078854,0.5967272727272728,0.3987272727272727,0.004545454545454519,0.0015189372337770402,-0.0005202527563963424,0.006802450914533407
2026-01-13,2026-01-14,2026-01-28,IONQ,7,8,tube,48.939998626708984,43.84469927582503,0.49245227219458937,48.66499398377085,43.73171947344129,-0.951721706616646,0.2827272727272727,0.7158181818181818,0.0014545454545454861,0.003131206510426882,0.000916490998500395,0.06552830331158367
2026-01-13,2026-01-14,2026-01-28,NVTS,8,8,tube,9.454999923706055,9.454999923706055,1.9502060010367788,9.47699528828136,7.822498911776351,0.9757783817218869,0.7961818181818182,0.18727272727272729,0.016545454545454502,0.00014249117455802894,0.0005506868319241822,0.07745751750777169
2026-01-13,2026-01-14,2026-01-28,QQQ,9,9,tube,626.2399902343751,626.2399902343751,0.020750026689397277,627.1626297241493,620.451053312955,0.7263326949151249,0.64,0.3598181818181818,0.0001818181818181719,0.0003218899931956517,9.538554657079886e-05,0.01066950976395653
2026-01-13,2026-01-14,2026-01-28,SPY,9,10,tube,693.7700195312501,683.5097227665599,0.07857618808057179,689.5786168737034,681.2968568789242,-0.46323468414748964,0.5363636363636364,0.46036363636363636,0.0032727272727272605,0.0015189372337770402,-0.0005202527563963424,0.006802450914533407
2026-01-14,2026-01-15,2026-01-29,IONQ,7,8,tube,50.880001068115234,44.74106288269268,0.47793984300956793,48.76739743565411,43.88399678376485,-0.6333697761680167,0.3730909090909091,0.6243636363636363,0.0025454545454545174,0.003131206510426882,0.000916490998500395,0.06552830331158367
2026-01-14,2026-01-15,2026-01-29,NVTS,8,9,tube,10.03999996185303,8.053572971762218,0.7130245091832992,9.477496608737226,7.8324987844449625,-0.707989373294874,0.26436363636363636,0.7167272727272728,0.018909090909090875,0.00014249117455802894,0.0005506868319241822,0.07745751750777169
2026-01-14,2026-01-15,2026-01-29,QQQ,9,8,tube,619.5499877929686,626.7707058697127,1.089535300657285,627.1626297241493,620.7401729071122,0.8785400796581401,0.674,0.326,-5.551115123125783e-17,0.0003218899931956517,9.538554657079886e-05,0.01066950976395653
2026-01-14,2026-01-15,2026-01-29,SPY,9,10,tube,690.3599853515626,681.399745497777,0.48438738476285625,690.295390379014,681.3626524829763,-0.9916409463943769,0.3961818181818182,0.5990909090909091,0.004727272727272691,0.0015189372337770402,-0.0005202527563963424,0.006802450914533407
2026-01-15,2026-01-16,2026-01-30,IONQ,7,7,tube,47.560001373291016,47.560001373291016,1.4362438153979362,48.984936769821964,43.95997330535134,0.45449814412856726,0.6536363636363637,0.3441818181818182,0.002181818181818118,0.003131206510426882,0.000916490998500395,0.06552830331158367
2026-01-15,2026-01-16,2026-01-30,NVTS,8,9,tube,10.000000000000002,8.02876411123896,0.0031389368708053724,9.587932257328143,7.85495728107106,-0.7804401279966195,0.234,0.7385454545454545,0.02745454545454551,0.00014249117455802894,0.0005506868319241822,0.07745751750777169
2026-01-15,2026-01-16,2026-01-30,QQQ,9,9,tube,621.7800292968752,621.7800292968752,0.12014558489508642,627.1626297241493,620.7401729071122,-0.674781130415059,0.3896363636363636,0.6103636363636363,1.1102230246251565e-16,0.0003218899931956517,9.538554657079886e-05,0.01066950976395653
2026-01-15,2026-01-16,2026-01-30,SPY,9,10,tube,692.2399902343752,682.4595422783893,0.14712267425502185,690.3589855602303,681.3755920344789,-0.757282543292102,0.4567272727272727,0.5370909090909091,0.006181818181818288,0.0015189372337770402,-0.0005202527563963424,0.006802450914533407
2026-01-16,2026-01-20,2026-02-02,IONQ,7,8,tube,50.79999923706055,44.96325192237437,1.3553271549346724,48.984936769821964,44.23358652366597,-0.6792825186150998,0.3569090909090909,0.6409090909090909,0.0021818181818182847,0.003131206510426882,0.000916490998500395,0.06552830331158367
2026-01-16,2026-01-20,2026-02-02,NVTS,8,9,tube,10.90999984741211,8.434483555253511,1.63668988883248,9.600000381469725,7.902498847604041,-0.3303721928211702,0.36563636363636365,0.6070909090909091,0.027272727272727226,0.00014249117455802894,0.0005506868319241822,0.07745751750777169
2026-01-16,2026-01-20,2026-02-02,QQQ,9,9,tube,621.260009765625,621.260009765625,0.006659311965848354,627.1626297241493,620.8600151472824,-0.8724681618058537,0.36618181818181816,0.6338181818181818,0.0,0.0003218899931956517,9.538554657079886e-05,0.01066950976395653
2026-01-16,2026-01-20,2026-02-02,SPY,9,10,tube,691.6599731445315,682.3251552607245,0.014415467274327314,690.3796044864982,681.5919700949387,-0.8321493918843842,0.4390909090909091,0.5561818181818182,0.004727272727272691,0.0015189372337770402,-0.0005202527563963424,0.006802450914533407
2026-01-20,2026-01-21,2026-02-03,IONQ,7,8,tube,50.65999984741212,45.023867978926674,0.002318099343501963,49.164937301468235,44.41399561528629,-0.7316021081779893,0.344,0.6552727272727272,0.0007272727272727986,0.003131206510426882,0.000916490998500395,0.06552830331158367
2026-01-20,2026-01-21,2026-02-03,NVTS,9,9,tube,9.859999656677246,9.859999656677246,2.2588504680920214,14.06678173209369,9.833685958649378,-0.9850710471868526,0.07872727272727273,0.8074545454545454,0.11381818181818182,0.0009741873596733132,0.0005289400211281401,0.0779394052061773
2026-01-20,2026-01-21,2026-02-03,QQQ,9,8,tube,608.0599975585936,622.9483769854985,4.386766588543669,627.1626297241493,621.1666730334708,-0.40368926174281283,0.45345454545454544,0.5465454545454546,0.0,0.0003218899931956517,9.538554657079886e-05,0.01066950976395653
2026-01-20,2026-01-21,2026-02-03,SPY,8,8,tube,677.5800170898436,677.5800170898436,8.673347046616694,681.8491960040111,665.994493498743,0.4660746009514215,0.7058181818181818,0.2776363636363636,0.016545454545454585,0.000820753342364557,-4.231842472261656e-05,0.01025798398863893
2026-01-21,2026-01-22,2026-02-04,IONQ,7,7,tube,48.330001831054695,48.330001831054695,0.6914728997471916,49.33745690693133,44.62172447829129,0.5892796549469183,0.6765454545454546,0.32236363636363635,0.0010909090909090868,0.003131206510426882,0.000916490998500395,0.06552830331158367
2026-01-21,2026-01-22,2026-02-04,NVTS,9,8,tube,9.760000228881834,13.830755684195182,0.022895872374688684,14.06678173209369,9.859999656677246,0.9047571089134596,0.7863636363636364,0.0890909090909091,0.12454545454545453,0.0009741873596733132,0.0005289400211281401,0.0779394052061773
2026-01-21,2026-01-22,2026-02-04,QQQ,9,8,tube,616.2800292968749,625.5659674319539,1.61791397147779,627.1626297241493,621.1666730334708,0.46929442960895035,0.6027272727272728,0.3972727272727273,-5.551115123125783e-17,0.0003218899931956517,9.538554657079886e-05,0.01066950976395653
2026-01-21,2026-01-22,2026-02-04,SPY,8,9,tube,685.4000244140624,672.0870893148048,2.364156494577015,681.8491960040111,666.5504193421503,-0.2709431442028801,0.4803636363636364,0.5038181818181818,0.015818181818181842,0.000820753342364557,-4.231842472261656e-05,0.01025798398863893
2026-01-22,2026-01-23,2026-02-05,IONQ,7,7,tube,49.33000183105467,49.33000183105467,0.13294410178476482,49.33745690693133,44.80397839117011,0.9968643951528722,0.7565454545454545,0.24309090909090908,0.0003636363636363993,0.003131206510426882,0.000916490998500395,0.06552830331158367
2026-01-22,2026-01-23,2026-02-05,NVTS,9,9,tube,11.289999961853026,11.289999961853026,4.672859929196157,14.06678173209369,9.859999656677246,-0.23771564932549713,0.28454545454545455,0.4567272727272727,0.25872727272727275,0.0009741873596733132,0.0005289400211281401,0.0779394052061773
2026-01-22,2026-01-23,2026-02-05,QQQ,9,8,tube,620.7600097656252,627.0274692132193,0.4630798962417419,627.1626297241493,621.1666730334708,0.955127135687137,0.6716363636363636,0.32836363636363636,5.551115123125783e-17,0.0003218899931956517,9.538554657079886e-05,0.01066950976395653
