date,label,SPY,QQQ,NVTS,IONQ
2022-10-20,equal_weight,0.24499625221140658,0.24632267582306008,0.25847364423437,0.25020742773116333
2022-10-21,equal_weight,0.24686656033995957,0.24799625218290958,0.25608828152995794,0.24904890594717288
2022-10-24,equal_weight,0.24990648515592875,0.25074375678790595,0.25368035465670735,0.245669403399458
2022-10-25,equal_weight,0.242939287438794,0.24488494000265518,0.2613141674123345,0.25086160514621636
2022-10-26,equal_weight,0.24069941857430852,0.23906713658507572,0.263768907807978,0.2564645370326377
2022-10-27,equal_weight,0.24811990588180727,0.24324964910606575,0.24572390756672516,0.2629065374454018
2022-10-28,equal_weight,0.24592399464159273,0.24270056530055698,0.24661417128720875,0.2647612687706416
2022-10-31,equal_weight,0.24342638419892607,0.23916982037919898,0.2441459331122678,0.27325786230960725
2022-11-01,equal_weight,0.24730197514366842,0.24155190694837078,0.24557263121267792,0.2655734866952829
2022-11-02,equal_weight,0.24903569360065345,0.24095466210615052,0.24938151294977604,0.26062813134342006
2022-11-03,equal_weight,0.25195912550745647,0.24985438435345675,0.2535021050296021,0.24468438510948481
2022-11-04,equal_weight,0.2521069467072061,0.2504179268538613,0.25612102283879257,0.24135410360013998
2022-11-07,equal_weight,0.25313772305813037,0.25179770718179856,0.2499025545882922,0.24516201517177885
2022-11-08,equal_weight,0.253522309012029,0.25265482379045184,0.2639716918059437,0.22985117539157554
2022-11-09,equal_weight,0.2615668647439634,0.260013214726414,0.25337288858149687,0.22504703194812573
2022-11-10,equal_weight,0.24965852536390845,0.25260641063697226,0.25216394426959093,0.24557111972952833
2022-11-11,equal_weight,0.2407412870705441,0.24569417194170126,0.2676455910551526,0.245918949932602
2022-11-14,equal_weight,0.23262500024188126,0.237352428182081,0.2837781766647076,0.24624439491133004
2022-11-15,equal_weight,0.23490051192584058,0.24093594143816108,0.2916077790270016,0.23255576760899688
2022-11-16,equal_weight,0.2443773216801846,0.249135527650584,0.27994926841361667,0.2265378822556147
2022-11-17,equal_weight,0.25311153391715846,0.25419219237999835,0.24652392166909806,0.24617235203374513
2022-11-18,equal_weight,0.2555645754022366,0.25550460696198074,0.2409921910655166,0.24793862657026608
2022-11-21,equal_weight,0.25874364722490206,0.2569561937384444,0.23850607364744097,0.24579408538921246
2022-11-22,equal_weight,0.25942238486852104,0.2578706202831984,0.23700748854992856,0.2456995062983519
2022-11-23,equal_weight,0.2563994145947277,0.2558117256057194,0.2400048013538401,0.24778405844571283
2022-11-25,equal_weight,0.26025360349384374,0.25800670167973055,0.23371075304985695,0.24802894177656878
2022-11-28,equal_weight,0.26204058466131636,0.2601171539873806,0.22251007151425486,0.25533218983704814
2022-11-29,equal_weight,0.2627337608748452,0.25927642233395704,0.22725210489287295,0.2507377118983248
2022-11-30,equal_weight,0.25415776954661834,0.2542380780716217,0.24039224588759617,0.25121190649416364
2022-12-01,equal_weight,0.2580143839607254,0.2586029699469434,0.23806290713744094,0.24531973895489032
2022-12-02,equal_weight,0.25027973760426697,0.25085191506412136,0.2468636704679648,0.2520046768636468
2022-12-05,equal_weight,0.251977518208669,0.252863735201887,0.2519638438994614,0.24319490268998262
2022-12-06,equal_weight,0.25727476688069745,0.2565277982714496,0.2505124102779844,0.2356850245698685
2022-12-07,equal_weight,0.258428084601009,0.2570631614451873,0.24736374779463224,0.23714500615917133
2022-12-08,equal_weight,0.2537907654217267,0.25345244538608563,0.24733459052621834,0.2454221986659693
2022-12-09,equal_weight,0.2540950987238092,0.2540359649787755,0.2518050782202494,0.24006385807716585
2022-12-12,equal_weight,0.2595669412449798,0.25902918507138195,0.24019530352027849,0.24120857016335973
2022-12-13,equal_weight,0.262562747992234,0.26284576914593294,0.24055823151710437,0.23403325134472858
2022-12-14,equal_weight,0.2648368792994816,0.26485023991088047,0.23768316839452183,0.232629712395116
2022-12-15,equal_weight,0.26914656947024757,0.2666452101381555,0.24019813579019816,0.2240100846013988
2022-12-16,equal_weight,0.2535803144212483,0.25304478136562986,0.2449663511901876,0.24840855302293424
2022-12-19,equal_weight,0.26022105933911327,0.25821179490310797,0.23512992675319827,0.24643721900458046
2022-12-20,equal_weight,0.2605408171573908,0.25797474487514704,0.23441566545846804,0.24706877250899414
2022-12-21,equal_weight,0.25909494875538774,0.256430356772085,0.24370168778447365,0.24077300668805351
2022-12-22,equal_weight,0.2651727025307584,0.2597300912620676,0.24678901814608942,0.22830818806108455
2022-12-23,equal_weight,0.26889723675305033,0.2624608490138608,0.24323249931663032,0.2254094149164586
2022-12-27,equal_weight,0.27801349370323775,0.2685814838916691,0.2336112663825478,0.21979375602254542
2022-12-28,equal_weight,0.27549689166429225,0.26594144452319246,0.23659373767448422,0.22196792613803104
2022-12-29,equal_weight,0.2656130847849685,0.25800610666178847,0.2378613546755719,0.2385194538776713
2022-12-30,equal_weight,0.2656524704717108,0.25857046994447,0.24267317248955791,0.2331038870942613
2023-01-03,equal_weight,0.25082630864834415,0.24923488353366616,0.2545748866310066,0.24536392118698291
