date,label,fee_paid,turnover,SPY,QQQ,NVTS,IONQ
2025-01-15,spy_ief_60_40,0.0,0.0009936106080864573,0.6,0.0,0.0,0.0
2025-01-30,spy_ief_60_40,0.0,0.005465628332819142,0.6,0.0,0.0,0.0
2025-02-13,spy_ief_60_40,0.0,0.00020651008009382277,0.6,0.0,0.0,0.0
2025-02-28,spy_ief_60_40,0.0,0.00765567833362527,0.6,0.0,0.0,0.0
2025-03-14,spy_ief_60_40,0.0,0.012446091377958657,0.6,0.0,0.0,0.0
2025-03-28,spy_ief_60_40,0.0,0.004742710880102169,0.6,0.0,0.0,0.0
2025-04-11,spy_ief_60_40,0.0,0.01889716505763223,0.6,0.0,0.0,0.0
2025-04-28,spy_ief_60_40,0.0,0.012612446425202357,0.6,0.0,0.0,0.0
2025-05-12,spy_ief_60_40,0.0,0.012677751724287136,0.6,0.0,0.0,0.0
2025-05-27,spy_ief_60_40,0.0,0.0018896880910395136,0.6,0.0,0.0,0.0
2025-06-10,spy_ief_60_40,0.0,0.005711760381466985,0.6,0.0,0.0,0.0
2025-06-25,spy_ief_60_40,0.0,0.0037578346238241723,0.6,0.0,0.0,0.0
2025-07-10,spy_ief_60_40,0.0,0.006329470554614259,0.6,0.0,0.0,0.0
2025-07-24,spy_ief_60_40,0.0,0.003959114936277436,0.6,0.0,0.0,0.0
2025-08-07,spy_ief_60_40,0.0,0.0006192610106389899,0.6,0.0,0.0,0.0
2025-08-21,spy_ief_60_40,0.0,1.5110648603447888e-05,0.6,0.0,0.0,0.0
2025-09-05,spy_ief_60_40,0.0,0.005652296434406501,0.6,0.0,0.0,0.0
2025-09-19,spy_ief_60_40,0.0,0.004619563745151752,0.6,0.0,0.0,0.0
2025-10-03,spy_ief_60_40,0.0,0.0027565173817838654,0.6,0.0,0.0,0.0
2025-10-17,spy_ief_60_40,0.0,0.003793291983176614,0.6,0.0,0.0,0.0
2025-10-31,spy_ief_60_40,0.0,0.009083248072503994,0.6,0.0,0.0,0.0
2025-11-14,spy_ief_60_40,0.0,0.0070084445204169924,0.6,0.0,0.0,0.0
2025-12-01,spy_ief_60_40,0.0,0.004786174889634394,0.6,0.0,0.0,0.0
2025-12-15,spy_ief_60_40,0.0,0.0024352550023877587,0.6,0.0,0.0,0.0
2025-12-30,spy_ief_60_40,0.0,0.0013051541592764622,0.6,0.0,0.0,0.0
2026-01-14,spy_ief_60_40,0.0,0.001235530416020755,0.6,0.0,0.0,0.0
2026-01-29,spy_ief_60_40,0.0,0.001863353709625213,0.6,0.0,0.0,0.0
2026-02-12,spy_ief_60_40,0.0,0.0007423476613077784,0.6,0.0,0.0,0.0
2026-02-27,spy_ief_60_40,0.0,0.003892067723695535,0.6,0.0,0.0,0.0
2026-03-13,spy_ief_60_40,0.0,0.0049152511528064114,0.6,0.0,0.0,0.0
